record_type,time_sec,color,x,y,z,scenario,count_red,count_green,count_blue,count_total,extra_notes
adjust,13.02,,-2.85,-0.28,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.98 m).
adjust,13.13,,-2.84,-0.28,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.98 m).
adjust,13.22,,-2.84,-0.29,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.98 m).
adjust,13.38,,-2.83,-0.29,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.98 m).
adjust,13.43,,-2.82,-0.30,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.98 m).
adjust,13.52,,-2.82,-0.30,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.98 m).
adjust,13.64,,-2.81,-0.30,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,13.75,,-2.80,-0.31,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,13.83,,-2.80,-0.31,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,13.93,,-2.79,-0.31,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,14.02,,-2.79,-0.31,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,14.13,,-2.78,-0.32,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,14.22,,-2.78,-0.32,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.93 m).
adjust,14.33,,-2.77,-0.32,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.91 m).
adjust,14.46,,-2.77,-0.32,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.91 m).
adjust,14.53,,-2.77,-0.33,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.91 m).
adjust,14.62,,-2.77,-0.33,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.91 m).
adjust,14.74,,-2.76,-0.33,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.91 m).
adjust,14.90,,-2.76,-0.33,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.87 m).
adjust,15.10,,-2.76,-0.33,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.87 m).
adjust,15.13,,-2.76,-0.33,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.87 m).
adjust,15.22,,-2.75,-0.34,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.87 m).
adjust,15.32,,-2.75,-0.34,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.87 m).
adjust,15.44,,-2.74,-0.35,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.84 m).
adjust,15.52,,-2.74,-0.35,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.84 m).
adjust,15.63,,-2.74,-0.35,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.84 m).
adjust,15.77,,-2.74,-0.35,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.84 m).
adjust,15.82,,-2.73,-0.36,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.84 m).
adjust,15.92,,-2.73,-0.36,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.83 m).
adjust,16.03,,-2.72,-0.36,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.83 m).
adjust,16.12,,-2.72,-0.37,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.83 m).
adjust,16.24,,-2.72,-0.37,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.81 m).
adjust,16.32,,-2.71,-0.37,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.81 m).
adjust,16.43,,-2.71,-0.37,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.81 m).
adjust,16.53,,-2.71,-0.37,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.81 m).
adjust,16.62,,-2.71,-0.38,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.81 m).
adjust,16.73,,-2.70,-0.38,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.80 m).
adjust,16.83,,-2.70,-0.38,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.80 m).
adjust,16.94,,-2.70,-0.38,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.80 m).
adjust,17.04,,-2.69,-0.38,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.80 m).
adjust,17.13,,-2.69,-0.38,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.78 m).
adjust,17.22,,-2.69,-0.39,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.78 m).
adjust,17.34,,-2.68,-0.39,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.78 m).
adjust,17.42,,-2.68,-0.39,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.78 m).
adjust,17.56,,-2.67,-0.39,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.77 m).
adjust,17.67,,-2.67,-0.39,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.77 m).
adjust,17.72,,-2.67,-0.39,0.00,AdaptiveCoverage_Obstacles,,,,,Adjusting: Obstacle closer on left (1.77 m).
